Flow ID,Timestamp,Source IP,Destination IP,Source Port,Destination Port,Protocol,Application Protocol,Time_Delta,Totlen Pkts,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Tot Pkts,Payload
192.168.230.4-54.171.230.55-58828-443-6,2022/01/21 07:20:43,192.168.230.4,54.171.230.55,58828,443,TCP,HTTPS,32,0.0,1,1,0.0,0.0,2,No payload found for the flow
192.168.230.4-54.171.230.55-58828-443-6,2022/01/21 07:20:43,192.168.230.4,54.171.230.55,58828,443,TCP,HTTPS,178611,3325.0,7,7,726.0,2599.0,14,No payload found for the flow
192.168.230.4-54.171.230.55-58828-443-6,2022/01/21 07:20:43,54.171.230.55,192.168.230.4,443,58828,TCP,HTTPS,36,31.0,1,1,0.0,31.0,2,No payload found for the flow
192.168.230.4-192.168.231.254-18165-53-17,2022/01/21 07:20:50,192.168.230.4,192.168.231.254,18165,53,UDP,DNS,2968,456.0,0,2,0.0,456.0,2,No payload found for the flow
192.168.230.4-192.168.231.254-7368-53-17,2022/01/21 07:21:05,192.168.230.4,192.168.231.254,7368,53,UDP,DNS,2812,456.0,0,2,0.0,456.0,2,No payload found for the flow
192.168.230.4-192.168.231.254-47440-53-17,2022/01/21 07:21:21,192.168.230.4,192.168.231.254,47440,53,UDP,DNS,4387,456.0,0,2,0.0,456.0,2,No payload found for the flow
192.168.230.4-91.189.94.4-46945-123-17,2022/01/21 07:21:21,192.168.230.4,91.189.94.4,46945,123,UDP,NTP,32277116,144.0,1,2,48.0,96.0,3,No payload found for the flow
192.168.230.4-192.168.231.254-22825-53-17,2022/01/21 07:21:39,192.168.230.4,192.168.231.254,22825,53,UDP,DNS,6191,456.0,0,2,0.0,456.0,2,No payload found for the flow
192.168.230.4-192.168.231.254-62111-53-17,2022/01/21 07:21:53,192.168.230.4,192.168.231.254,62111,53,UDP,DNS,4140,456.0,0,2,0.0,456.0,2,No payload found for the flow
192.168.230.165-192.168.230.4-46011-1194-17,2022/01/21 07:22:02,192.168.230.165,192.168.230.4,46011,1194,UDP,OpenVPN,114277677,1728.0,12,12,864.0,864.0,24,No payload found for the flow
192.168.230.4-192.168.231.254-34078-53-17,2022/01/21 07:22:11,192.168.230.4,192.168.231.254,34078,53,UDP,DNS,4272,456.0,0,2,0.0,456.0,2,No payload found for the flow
8.0.6.4-8.6.0.1-0-0-0,2022/01/21 07:22:16,8.6.0.1,8.0.6.4,0,0,HOPOPT,Non-Application,119427041,0.0,44,1,0.0,0.0,45,No payload found for the flow
192.168.230.4-192.168.231.254-17766-53-17,2022/01/21 07:22:17,192.168.230.4,192.168.231.254,17766,53,UDP,DNS,643,143.0,0,2,0.0,143.0,2,No payload found for the flow
192.168.230.4-192.168.231.164-25-59018-6,2022/01/21 07:22:17,192.168.231.164,192.168.230.4,59018,25,TCP,SMTP,856,0.0,2,2,0.0,0.0,4,No payload found for the flow
192.168.230.4-192.168.231.254-2635-53-17,2022/01/21 07:22:17,192.168.230.4,192.168.231.254,2635,53,UDP,DNS,676,152.0,0,2,0.0,152.0,2,No payload found for the flow
192.168.230.4-192.168.231.164-25-59018-6,2022/01/21 07:22:17,192.168.231.164,192.168.230.4,59018,25,TCP,SMTP,196536,5155.0,16,20,2063.0,3092.0,36,No payload found for the flow
192.168.230.4-192.168.231.254-32053-53-17,2022/01/21 07:22:25,192.168.230.4,192.168.231.254,32053,53,UDP,DNS,3870,456.0,0,2,0.0,456.0,2,No payload found for the flow
192.168.230.4-192.168.230.95-1194-60795-17,2022/01/21 07:22:25,192.168.230.4,192.168.230.95,1194,60795,UDP,OpenVPN,116078618,1920.0,13,13,952.0,968.0,26,No payload found for the flow
192.168.230.4-192.168.231.254-37719-53-17,2022/01/21 07:22:43,192.168.230.4,192.168.231.254,37719,53,UDP,DNS,6205,456.0,0,2,0.0,456.0,2,No payload found for the flow
192.168.230.4-192.168.231.254-35598-53-17,2022/01/21 07:22:57,192.168.230.4,192.168.231.254,35598,53,UDP,DNS,4634,456.0,0,2,0.0,456.0,2,No payload found for the flow
192.168.230.4-192.168.231.254-15382-53-17,2022/01/21 07:23:17,192.168.230.4,192.168.231.254,15382,53,UDP,DNS,3207,456.0,0,2,0.0,456.0,2,No payload found for the flow
192.168.230.4-192.168.231.254-46041-53-17,2022/01/21 07:23:39,192.168.230.4,192.168.231.254,46041,53,UDP,DNS,4836,456.0,0,2,0.0,456.0,2,No payload found for the flow
192.168.230.4-192.168.231.254-1247-53-17,2022/01/21 07:23:51,192.168.230.4,192.168.231.254,1247,53,UDP,DNS,3736,456.0,0,2,0.0,456.0,2,No payload found for the flow
192.168.230.165-192.168.230.4-46011-1194-17,2022/01/21 07:24:03,192.168.230.165,192.168.230.4,46011,1194,UDP,OpenVPN,113030767,1728.0,12,12,864.0,864.0,24,No payload found for the flow
192.168.230.4-192.168.231.254-50888-53-17,2022/01/21 07:24:10,192.168.230.4,192.168.231.254,50888,53,UDP,DNS,5757,456.0,0,2,0.0,456.0,2,No payload found for the flow
8.0.6.4-8.6.0.1-0-0-0,2022/01/21 07:24:16,8.6.0.1,8.0.6.4,0,0,HOPOPT,Non-Application,115108841,0.0,49,1,0.0,0.0,50,No payload found for the flow
192.168.230.4-192.168.231.254-33822-53-17,2022/01/21 07:24:28,192.168.230.4,192.168.231.254,33822,53,UDP,DNS,8514,456.0,0,2,0.0,456.0,2,No payload found for the flow
192.168.230.4-192.168.230.95-1194-60795-17,2022/01/21 07:24:32,192.168.230.4,192.168.230.95,1194,60795,UDP,OpenVPN,117344913,140008.0,161,128,120392.0,19616.0,289,No payload found for the flow
192.168.230.4-192.168.231.254-21898-53-17,2022/01/21 07:24:41,192.168.230.4,192.168.231.254,21898,53,UDP,DNS,3479,456.0,0,2,0.0,456.0,2,No payload found for the flow
192.168.230.4-192.168.231.254-55023-53-17,2022/01/21 07:25:00,192.168.230.4,192.168.231.254,55023,53,UDP,DNS,5413,456.0,0,2,0.0,456.0,2,No payload found for the flow
192.168.230.4-80.92.126.65-123-123-17,2022/01/21 07:25:03,192.168.230.4,80.92.126.65,123,123,UDP,NTP,11144,96.0,0,2,0.0,96.0,2,No payload found for the flow
192.168.230.4-192.168.231.254-32114-53-17,2022/01/21 07:25:12,192.168.230.4,192.168.231.254,32114,53,UDP,DNS,4307,456.0,0,2,0.0,456.0,2,No payload found for the flow
142.251.39.3-192.168.230.4-443-56974-6,2022/01/21 07:25:29,142.251.39.3,192.168.230.4,443,56974,TCP,HTTPS,38,608.0,1,1,0.0,608.0,2,No payload found for the flow
142.251.39.3-192.168.230.4-443-56976-6,2022/01/21 07:25:29,192.168.230.4,142.251.39.3,56976,443,TCP,HTTPS,91616435,23777.0,19,26,1197.0,22580.0,45,No payload found for the flow
142.251.39.3-192.168.230.4-443-56974-6,2022/01/21 07:25:29,192.168.230.4,142.251.39.3,56974,443,TCP,HTTPS,29,0.0,1,1,0.0,0.0,2,No payload found for the flow
172.217.20.10-192.168.230.4-443-38660-6,2022/01/21 07:25:29,192.168.230.4,172.217.20.10,38660,443,TCP,HTTPS,91907642,5926.0,14,16,1153.0,4773.0,30,No payload found for the flow
142.251.39.3-192.168.230.4-443-56974-6,2022/01/21 07:25:29,192.168.230.4,142.251.39.3,56974,443,TCP,HTTPS,59388,3785.0,8,6,581.0,3204.0,14,No payload found for the flow
192.168.230.4-192.168.231.254-4955-53-17,2022/01/21 07:25:29,192.168.230.4,192.168.231.254,4955,53,UDP,DNS,38838,122.0,0,2,0.0,122.0,2,No payload found for the flow
192.168.230.4-192.168.231.254-35912-53-17,2022/01/21 07:25:29,192.168.230.4,192.168.231.254,35912,53,UDP,DNS,22230,92.0,0,2,0.0,92.0,2,No payload found for the flow
192.168.230.4-23.47.212.196-38708-443-6,2022/01/21 07:25:30,192.168.230.4,23.47.212.196,38708,443,TCP,HTTPS,23100429,53655.0,41,61,3356.0,50299.0,102,No payload found for the flow
192.168.230.4-192.168.231.254-50532-53-17,2022/01/21 07:25:30,192.168.230.4,192.168.231.254,50532,53,UDP,DNS,19932,166.0,0,2,0.0,166.0,2,No payload found for the flow
192.168.230.4-192.168.231.254-52456-53-17,2022/01/21 07:25:30,192.168.230.4,192.168.231.254,52456,53,UDP,DNS,41711,96.0,0,2,0.0,96.0,2,No payload found for the flow
192.168.230.4-192.168.231.254-12660-53-17,2022/01/21 07:25:30,192.168.230.4,192.168.231.254,12660,53,UDP,DNS,49846,96.0,0,2,0.0,96.0,2,No payload found for the flow
192.168.230.4-192.168.231.254-16646-53-17,2022/01/21 07:25:30,192.168.230.4,192.168.231.254,16646,53,UDP,DNS,311347,179.0,0,2,0.0,179.0,2,No payload found for the flow
192.168.230.4-192.168.231.254-8240-53-17,2022/01/21 07:25:30,192.168.230.4,192.168.231.254,8240,53,UDP,DNS,45265,96.0,0,2,0.0,96.0,2,No payload found for the flow
192.168.230.4-192.168.231.254-43406-53-17,2022/01/21 07:25:30,192.168.230.4,192.168.231.254,43406,53,UDP,DNS,21119,141.0,0,2,0.0,141.0,2,No payload found for the flow
192.168.230.4-192.168.231.254-12669-53-17,2022/01/21 07:25:30,192.168.230.4,192.168.231.254,12669,53,UDP,DNS,5895,141.0,0,2,0.0,141.0,2,No payload found for the flow
192.168.230.4-211.216.46.24-50002-443-6,2022/01/21 07:25:31,192.168.230.4,211.216.46.24,50002,443,TCP,HTTPS,887395,1177.0,5,6,893.0,284.0,11,No payload found for the flow
192.168.230.4-192.168.231.254-36659-53-17,2022/01/21 07:25:31,192.168.230.4,192.168.231.254,36659,53,UDP,DNS,3078,456.0,0,2,0.0,456.0,2,No payload found for the flow
192.168.230.4-23.47.212.196-38710-443-6,2022/01/21 07:25:31,192.168.230.4,23.47.212.196,38710,443,TCP,HTTPS,22677988,164235.0,60,134,2335.0,161900.0,194,No payload found for the flow
192.168.230.4-23.47.212.207-50520-443-6,2022/01/21 07:25:31,192.168.230.4,23.47.212.207,50520,443,TCP,HTTPS,67100440,201361.0,250,258,22492.0,178869.0,508,No payload found for the flow
192.168.230.4-192.168.231.254-56598-53-17,2022/01/21 07:25:31,192.168.230.4,192.168.231.254,56598,53,UDP,DNS,80553,193.0,0,2,0.0,193.0,2,No payload found for the flow
192.168.230.4-192.168.231.254-6004-53-17,2022/01/21 07:25:31,192.168.230.4,192.168.231.254,6004,53,UDP,DNS,60233,146.0,0,2,0.0,146.0,2,No payload found for the flow
192.168.230.4-192.168.231.254-33459-53-17,2022/01/21 07:25:31,192.168.230.4,192.168.231.254,33459,53,UDP,DNS,35043,212.0,0,2,0.0,212.0,2,No payload found for the flow
192.168.230.4-211.216.46.24-49998-443-6,2022/01/21 07:25:31,192.168.230.4,211.216.46.24,49998,443,TCP,HTTPS,118873928,10278.0,18,14,1325.0,8953.0,32,No payload found for the flow
192.168.230.4-23.47.212.207-50516-443-6,2022/01/21 07:25:31,192.168.230.4,23.47.212.207,50516,443,TCP,HTTPS,20201519,3061.0,18,22,1833.0,1228.0,40,No payload found for the flow
192.168.230.4-192.168.231.254-17711-53-17,2022/01/21 07:25:31,192.168.230.4,192.168.231.254,17711,53,UDP,DNS,20188,254.0,0,2,0.0,254.0,2,No payload found for the flow
192.168.230.4-223.130.200.97-48926-443-6,2022/01/21 07:25:32,192.168.230.4,223.130.200.97,48926,443,TCP,HTTPS,118304764,1990.0,12,12,1296.0,694.0,24,No payload found for the flow
192.168.230.4-203.104.163.21-46948-443-6,2022/01/21 07:25:32,192.168.230.4,203.104.163.21,46948,443,TCP,HTTPS,117861471,4210.0,12,13,1666.0,2544.0,25,No payload found for the flow
192.168.230.4-192.168.231.254-41858-53-17,2022/01/21 07:25:32,192.168.230.4,192.168.231.254,41858,53,UDP,DNS,20086,130.0,0,2,0.0,130.0,2,No payload found for the flow
192.168.230.4-192.168.231.254-16704-53-17,2022/01/21 07:25:32,192.168.230.4,192.168.231.254,16704,53,UDP,DNS,52102,137.0,0,2,0.0,137.0,2,No payload found for the flow
192.168.230.4-223.130.200.97-48932-443-6,2022/01/21 07:25:32,192.168.230.4,223.130.200.97,48932,443,TCP,HTTPS,772828,1272.0,7,5,956.0,316.0,12,No payload found for the flow
192.168.230.4-211.216.46.24-50002-443-6,2022/01/21 07:25:32,192.168.230.4,211.216.46.24,50002,443,TCP,HTTPS,18,24.0,1,1,0.0,24.0,2,No payload found for the flow
192.168.230.4-192.168.231.254-61416-53-17,2022/01/21 07:25:32,192.168.230.4,192.168.231.254,61416,53,UDP,DNS,85826,184.0,0,2,0.0,184.0,2,No payload found for the flow
192.168.230.4-192.168.231.254-4475-53-17,2022/01/21 07:25:32,192.168.230.4,192.168.231.254,4475,53,UDP,DNS,51725,201.0,0,2,0.0,201.0,2,No payload found for the flow
192.168.230.4-192.168.231.254-45883-53-17,2022/01/21 07:25:32,192.168.230.4,192.168.231.254,45883,53,UDP,DNS,116274,116.0,0,2,0.0,116.0,2,No payload found for the flow
192.168.230.4-192.168.231.254-4827-53-17,2022/01/21 07:25:32,192.168.230.4,192.168.231.254,4827,53,UDP,DNS,77969,154.0,0,2,0.0,154.0,2,No payload found for the flow
192.168.230.4-110.234.246.33-55494-443-6,2022/01/21 07:25:32,192.168.230.4,110.234.246.33,55494,443,TCP,HTTPS,117992117,10975.0,19,16,1783.0,9192.0,35,No payload found for the flow
192.168.230.4-23.47.208.206-39116-443-6,2022/01/21 07:25:33,192.168.230.4,23.47.208.206,39116,443,TCP,HTTPS,20048395,249107.0,98,185,1197.0,247910.0,283,No payload found for the flow
192.168.230.4-203.104.164.27-52642-443-6,2022/01/21 07:25:33,192.168.230.4,203.104.164.27,52642,443,TCP,HTTPS,5712167,3797.0,8,7,617.0,3180.0,15,No payload found for the flow
192.168.230.4-203.104.164.27-52634-443-6,2022/01/21 07:25:33,192.168.230.4,203.104.164.27,52634,443,TCP,HTTPS,5403030,6555.0,11,12,3610.0,2945.0,23,No payload found for the flow
192.168.230.4-203.104.164.27-52638-443-6,2022/01/21 07:25:33,192.168.230.4,203.104.164.27,52638,443,TCP,HTTPS,5789392,937.0,7,4,617.0,320.0,11,No payload found for the flow
192.168.230.4-192.168.231.254-29073-53-17,2022/01/21 07:25:33,192.168.230.4,192.168.231.254,29073,53,UDP,DNS,45084,96.0,0,2,0.0,96.0,2,No payload found for the flow
192.168.230.4-192.168.231.254-27465-53-17,2022/01/21 07:25:33,192.168.230.4,192.168.231.254,27465,53,UDP,DNS,45130,141.0,0,2,0.0,141.0,2,No payload found for the flow
192.168.230.4-192.168.231.254-1175-53-17,2022/01/21 07:25:33,192.168.230.4,192.168.231.254,1175,53,UDP,DNS,296571,190.0,0,2,0.0,190.0,2,No payload found for the flow
192.168.230.4-203.104.164.27-52636-443-6,2022/01/21 07:25:33,192.168.230.4,203.104.164.27,52636,443,TCP,HTTPS,5333957,6153.0,11,12,2577.0,3576.0,23,No payload found for the flow
192.168.230.4-203.104.164.27-52632-443-6,2022/01/21 07:25:33,192.168.230.4,203.104.164.27,52632,443,TCP,HTTPS,4489334,6039.0,10,11,3577.0,2462.0,21,No payload found for the flow
192.168.230.4-210.89.168.79-48758-443-6,2022/01/21 07:25:33,192.168.230.4,210.89.168.79,48758,443,TCP,HTTPS,118278162,2854.0,14,13,1640.0,1214.0,27,No payload found for the flow
192.168.230.4-192.168.231.254-41961-53-17,2022/01/21 07:25:33,192.168.230.4,192.168.231.254,41961,53,UDP,DNS,391673,170.0,0,2,0.0,170.0,2,No payload found for the flow
192.168.230.4-210.89.168.79-48764-443-6,2022/01/21 07:25:33,192.168.230.4,210.89.168.79,48764,443,TCP,HTTPS,278994,0.0,2,2,0.0,0.0,4,No payload found for the flow
192.168.230.4-223.130.200.97-48932-443-6,2022/01/21 07:25:33,223.130.200.97,192.168.230.4,443,48932,TCP,HTTPS,241780,31.0,1,2,0.0,31.0,3,No payload found for the flow
192.168.230.4-210.89.168.79-48764-443-6,2022/01/21 07:25:34,210.89.168.79,192.168.230.4,443,48764,TCP,HTTPS,46,0.0,1,1,0.0,0.0,2,No payload found for the flow
192.168.230.4-203.104.164.27-52632-443-6,2022/01/21 07:25:37,192.168.230.4,203.104.164.27,52632,443,TCP,HTTPS,108,24.0,2,1,24.0,0.0,3,No payload found for the flow
192.168.230.4-203.104.164.27-52634-443-6,2022/01/21 07:25:38,192.168.230.4,203.104.164.27,52634,443,TCP,HTTPS,52,24.0,2,1,24.0,0.0,3,No payload found for the flow
192.168.230.4-203.104.164.27-52636-443-6,2022/01/21 07:25:38,192.168.230.4,203.104.164.27,52636,443,TCP,HTTPS,78,24.0,2,1,24.0,0.0,3,No payload found for the flow
192.168.230.4-203.104.164.27-52638-443-6,2022/01/21 07:25:39,192.168.230.4,203.104.164.27,52638,443,TCP,HTTPS,55,0.0,1,1,0.0,0.0,2,No payload found for the flow
192.168.230.4-203.104.164.27-52642-443-6,2022/01/21 07:25:39,192.168.230.4,203.104.164.27,52642,443,TCP,HTTPS,8,0.0,1,1,0.0,0.0,2,No payload found for the flow
192.168.230.4-203.104.164.27-52638-443-6,2022/01/21 07:25:39,203.104.164.27,192.168.230.4,443,52638,TCP,HTTPS,179,24.0,1,1,0.0,24.0,2,No payload found for the flow
192.168.230.4-203.104.164.27-52642-443-6,2022/01/21 07:25:39,203.104.164.27,192.168.230.4,443,52642,TCP,HTTPS,35,24.0,1,1,0.0,24.0,2,No payload found for the flow
192.168.230.4-192.168.231.254-42419-53-17,2022/01/21 07:25:44,192.168.230.4,192.168.231.254,42419,53,UDP,DNS,3262,456.0,0,2,0.0,456.0,2,No payload found for the flow
192.168.230.4-23.47.212.207-50516-443-6,2022/01/21 07:25:51,192.168.230.4,23.47.212.207,50516,443,TCP,HTTPS,159,77.0,3,1,77.0,0.0,4,No payload found for the flow
192.168.230.4-23.47.212.196-38708-443-6,2022/01/21 07:25:53,192.168.230.4,23.47.212.196,38708,443,TCP,HTTPS,644,77.0,3,1,77.0,0.0,4,No payload found for the flow
192.168.230.4-23.47.212.196-38710-443-6,2022/01/21 07:25:53,192.168.230.4,23.47.212.196,38710,443,TCP,HTTPS,87,77.0,2,1,31.0,46.0,3,No payload found for the flow
192.168.230.4-23.47.208.206-39116-443-6,2022/01/21 07:25:53,192.168.230.4,23.47.208.206,39116,443,TCP,HTTPS,66,77.0,3,1,77.0,0.0,4,No payload found for the flow
192.168.230.4-192.168.231.254-47842-53-17,2022/01/21 07:26:01,192.168.230.4,192.168.231.254,47842,53,UDP,DNS,4774,456.0,0,2,0.0,456.0,2,No payload found for the flow
192.168.230.4-192.168.231.254-7335-53-17,2022/01/21 07:26:03,192.168.230.4,192.168.231.254,7335,53,UDP,DNS,64302,96.0,0,2,0.0,96.0,2,No payload found for the flow
192.168.230.4-91.189.91.157-60085-123-17,2022/01/21 07:26:04,192.168.230.4,91.189.91.157,60085,123,UDP,NTP,93701,96.0,0,2,0.0,96.0,2,No payload found for the flow
192.168.230.165-192.168.230.4-46011-1194-17,2022/01/21 07:26:04,192.168.230.165,192.168.230.4,46011,1194,UDP,OpenVPN,114345993,1728.0,12,12,864.0,864.0,24,No payload found for the flow
8.0.6.4-8.6.0.1-0-0-0,2022/01/21 07:26:19,8.6.0.1,8.0.6.4,0,0,HOPOPT,Non-Application,114084559,0.0,47,1,0.0,0.0,48,No payload found for the flow
192.168.230.4-192.168.231.254-17000-53-17,2022/01/21 07:26:23,192.168.230.4,192.168.231.254,17000,53,UDP,DNS,4725,456.0,0,2,0.0,456.0,2,No payload found for the flow
192.168.230.4-192.168.231.254-28245-53-17,2022/01/21 07:26:36,192.168.230.4,192.168.231.254,28245,53,UDP,DNS,4837,456.0,0,2,0.0,456.0,2,No payload found for the flow
192.168.230.4-23.47.212.207-50520-443-6,2022/01/21 07:26:38,192.168.230.4,23.47.212.207,50520,443,TCP,HTTPS,823,77.0,3,1,77.0,0.0,4,No payload found for the flow
192.168.230.4-192.168.230.95-1194-60795-17,2022/01/21 07:26:39,192.168.230.4,192.168.230.95,1194,60795,UDP,OpenVPN,111589489,3600.0,20,22,1696.0,1904.0,42,No payload found for the flow
192.168.230.4-192.168.231.254-54036-53-17,2022/01/21 07:26:50,192.168.230.4,192.168.231.254,54036,53,UDP,DNS,3660,456.0,0,2,0.0,456.0,2,No payload found for the flow
192.168.230.4-85.237.30.84-123-123-17,2022/01/21 07:26:54,192.168.230.4,85.237.30.84,123,123,UDP,NTP,6963,96.0,0,2,0.0,96.0,2,No payload found for the flow
192.168.230.4-192.168.231.254-32997-53-17,2022/01/21 07:27:05,192.168.230.4,192.168.231.254,32997,53,UDP,DNS,4583,456.0,0,2,0.0,456.0,2,No payload found for the flow
192.168.230.4-192.168.231.254-5427-53-17,2022/01/21 07:27:19,192.168.230.4,192.168.231.254,5427,53,UDP,DNS,3097,456.0,0,2,0.0,456.0,2,No payload found for the flow
192.168.230.4-192.168.231.254-60354-53-17,2022/01/21 07:27:34,192.168.230.4,192.168.231.254,60354,53,UDP,DNS,3068,456.0,0,2,0.0,456.0,2,No payload found for the flow
192.168.230.4-83.137.41.14-123-123-17,2022/01/21 07:27:39,192.168.230.4,83.137.41.14,123,123,UDP,NTP,10576,96.0,0,2,0.0,96.0,2,No payload found for the flow
142.251.39.3-192.168.230.4-443-56976-6,2022/01/21 07:27:46,192.168.230.4,142.251.39.3,56976,443,TCP,HTTPS,45060892,0.0,1,3,0.0,0.0,4,No payload found for the flow
172.217.20.10-192.168.230.4-443-38660-6,2022/01/21 07:27:46,192.168.230.4,172.217.20.10,38660,443,TCP,HTTPS,45060888,0.0,1,3,0.0,0.0,4,No payload found for the flow
192.168.230.4-192.168.231.254-49898-53-17,2022/01/21 07:27:52,192.168.230.4,192.168.231.254,49898,53,UDP,DNS,5733,456.0,0,2,0.0,456.0,2,No payload found for the flow
192.168.230.4-192.168.231.254-58097-53-17,2022/01/21 07:28:04,192.168.230.4,192.168.231.254,58097,53,UDP,DNS,3986,456.0,0,2,0.0,456.0,2,No payload found for the flow
192.168.230.165-192.168.230.4-46011-1194-17,2022/01/21 07:28:05,192.168.230.165,192.168.230.4,46011,1194,UDP,OpenVPN,23846097,432.0,3,3,216.0,216.0,6,No payload found for the flow
8.0.6.4-8.6.0.1-0-0-0,2022/01/21 07:28:21,8.6.0.1,8.0.6.4,0,0,HOPOPT,Non-Application,10321657,0.0,9,1,0.0,0.0,10,No payload found for the flow
10.143.1.78-110.234.246.33-55494-443-6,2022/01/21 07:28:23,10.143.1.78,110.234.246.33,55494,443,TCP,HTTPS,27,0.0,1,1,0.0,0.0,2,No payload found for the flow
192.168.230.4-223.130.200.97-48926-443-6,2022/01/21 07:28:23,192.168.230.4,223.130.200.97,48926,443,TCP,HTTPS,12967,0.0,0,2,0.0,0.0,2,No payload found for the flow
192.168.230.4-223.130.200.97-48926-443-6,2022/01/21 07:28:23,223.130.200.97,192.168.230.4,443,48926,TCP,HTTPS,92,0.0,1,1,0.0,0.0,2,No payload found for the flow
192.168.230.4-110.234.246.33-55494-443-6,2022/01/21 07:28:23,110.234.246.33,192.168.230.4,443,55494,TCP,HTTPS,67,24.0,1,1,0.0,24.0,2,No payload found for the flow
192.168.230.4-203.104.163.21-46948-443-6,2022/01/21 07:28:23,203.104.163.21,192.168.230.4,443,46948,TCP,HTTPS,101,0.0,1,1,0.0,0.0,2,No payload found for the flow
192.168.230.4-110.234.246.33-55494-443-6,2022/01/21 07:28:23,192.168.230.4,110.234.246.33,55494,443,TCP,HTTPS,1242,63.0,2,1,24.0,39.0,3,No payload found for the flow
192.168.230.4-203.104.163.21-46948-443-6,2022/01/21 07:28:23,192.168.230.4,203.104.163.21,46948,443,TCP,HTTPS,933,63.0,2,1,24.0,39.0,3,No payload found for the flow
192.168.230.4-223.130.200.97-48926-443-6,2022/01/21 07:28:23,192.168.230.4,223.130.200.97,48926,443,TCP,HTTPS,330,63.0,2,1,24.0,39.0,3,No payload found for the flow
192.168.230.4-211.216.46.24-49998-443-6,2022/01/21 07:28:23,192.168.230.4,211.216.46.24,49998,443,TCP,HTTPS,46,63.0,2,1,24.0,39.0,3,No payload found for the flow
192.168.230.4-211.216.46.24-49998-443-6,2022/01/21 07:28:23,211.216.46.24,192.168.230.4,443,49998,TCP,HTTPS,305441,0.0,2,2,0.0,0.0,4,No payload found for the flow
192.168.230.4-110.234.246.33-55494-443-6,2022/01/21 07:28:23,110.234.246.33,192.168.230.4,443,55494,TCP,HTTPS,263,0.0,0,2,0.0,0.0,2,No payload found for the flow
192.168.230.4-192.168.231.254-32691-53-17,2022/01/21 07:28:24,192.168.230.4,192.168.231.254,32691,53,UDP,DNS,4770,456.0,0,2,0.0,456.0,2,No payload found for the flow
192.168.230.4-210.89.168.79-48758-443-6,2022/01/21 07:28:25,210.89.168.79,192.168.230.4,443,48758,TCP,HTTPS,93,24.0,1,1,0.0,24.0,2,No payload found for the flow
192.168.230.4-210.89.168.79-48758-443-6,2022/01/21 07:28:25,192.168.230.4,210.89.168.79,48758,443,TCP,HTTPS,257,63.0,2,1,24.0,39.0,3,No payload found for the flow
210.89.168.79-10.143.1.78-443-48758-6,2022/01/21 07:28:25,10.143.1.78,210.89.168.79,48758,443,TCP,HTTPS,55,0.0,1,1,0.0,0.0,2,No payload found for the flow
192.168.230.4-210.89.168.79-48758-443-6,2022/01/21 07:28:25,210.89.168.79,192.168.230.4,443,48758,TCP,HTTPS,843,0.0,0,2,0.0,0.0,2,No payload found for the flow
